App,Category,Rating,Reviews,Size,Installs,Type,Price,Content_Rating,Genres,Last Updated,Current Ver,Android Ver,id
Takenoko,Family,3.639575,32922,45,32922,Family,2011,Family,Family,2,4,8,264
Western Legends,Thematic,3.83991,5450,90,5450,Thematic,2018,Thematic,Thematic,2,6,14,265
Die Macher,Strategy,3.81556,5090,240,5090,Strategy,1986,Strategy,Strategy,3,5,14,266
Love Letter,Family,3.617015,53142,20,53142,Family,2012,Family,Family,2,4,10,267
Charterstone,Strategy,3.71961,10720,75,10720,Strategy,2017,Strategy,Strategy,1,6,14,268
Cryptid,Strategy,3.771335,6245,50,6245,Strategy,2018,Strategy,Strategy,3,5,10,269
Dominion (Second Edition),Strategy,3.98042,3363,30,3363,Strategy,2016,Strategy,Strategy,2,4,14,270
Notre Dame,Strategy,3.67471,11971,75,11971,Strategy,2007,Strategy,Strategy,2,5,10,271
Survive: Escape from Atlantis!,Family,3.652025,19406,60,19406,Family,1982,Family,Family,2,4,8,272
Endeavor,Strategy,3.70513,8959,90,8959,Strategy,2009,Strategy,Strategy,3,5,12,273
In the Year of the Dragon,Strategy,3.68152,10469,100,10469,Strategy,2007,Strategy,Strategy,2,5,12,274
San Juan,Strategy,3.629695,21819,60,21819,Strategy,2004,Strategy,Strategy,2,4,10,275
Altiplano,Strategy,3.77603,6221,120,6221,Strategy,2017,Strategy,Strategy,2,5,12,276
Claustrophobia,Thematic,3.76411,6538,45,6538,Thematic,2009,Thematic,Thematic,2,2,14,277
The Pillars of the Earth,Strategy,3.647315,15948,120,15948,Strategy,2006,Strategy,Strategy,2,4,12,278
Clash of Cultures,Strategy,3.81312,5048,240,5048,Strategy,2012,Strategy,Strategy,2,4,14,279
Harry Potter: Hogwarts Battle,Strategy,3.73813,10185,60,10185,Strategy,2016,Strategy,Strategy,2,4,11,280
KLASK,Family,3.82278,4807,10,4807,Family,2014,Family,Family,2,2,8,281
Nemo's War (Second Edition),Thematic,4.008135,2838,120,2838,Thematic,2017,Thematic,Thematic,1,4,13,282
Bruxelles 1893,Strategy,3.826755,4528,125,4528,Strategy,2013,Strategy,Strategy,2,5,13,283
At the Gates of Loyang,Strategy,3.691405,9304,120,9304,Strategy,2009,Strategy,Strategy,1,4,10,284
Dune,Strategy,3.810785,5399,180,5399,Strategy,1979,Strategy,Strategy,2,6,12,285
Saint Petersburg,Strategy,3.65376,14032,60,14032,Strategy,2004,Strategy,Strategy,2,4,10,286
Bärenpark,Family,3.68203,10500,45,10500,Family,2017,Family,Family,2,4,8,287
Blood Bowl: Team Manager – The Card Game,Thematic,3.691835,10084,120,10084,Thematic,2011,Thematic,Thematic,2,4,14,288
Civilization,Strategy,3.752475,7007,360,7007,Strategy,1980,Strategy,Strategy,2,7,12,289
Advanced Squad Leader,Uncategorized,3.99014,3429,480,3429,Uncategorized,1985,Uncategorized,Uncategorized,2,2,14,290
Space Hulk (Third Edition),Thematic,3.768045,6613,60,6613,Thematic,2009,Thematic,Thematic,2,2,12,291
Nippon,Strategy,3.855485,3963,120,3963,Strategy,2015,Strategy,Strategy,2,4,12,292
For Sale,Family,3.610965,22588,30,22588,Family,1997,Family,Family,3,6,10,293
51st State: Master Set,Strategy,3.831705,4635,90,4635,Strategy,2016,Strategy,Strategy,1,4,14,294
Ticket to Ride: Märklin,Strategy,3.70379,8604,60,8604,Strategy,2006,Strategy,Strategy,2,5,8,295
The Manhattan Project,Strategy,3.690305,8903,120,8903,Strategy,2012,Strategy,Strategy,2,5,13,296
Azul: Stained Glass of Sintra,Family,3.725725,7494,45,7494,Family,2018,Family,Family,2,4,8,297
Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures,Thematic,3.903565,3586,120,3586,Thematic,2016,Thematic,Thematic,1,8,10,298
Mice and Mystics,Thematic,3.66304,16013,90,16013,Thematic,2012,Thematic,Thematic,1,4,7,299
King of Tokyo,Family,3.597575,54892,30,54892,Family,2011,Family,Family,2,6,8,300
Codenames: Pictures,Party,3.639875,15756,15,15756,Party,2016,Party,Party,2,8,10,301
Blood Bowl: Living Rulebook,Thematic,3.926605,3327,120,3327,Thematic,2004,Thematic,Thematic,2,2,12,302
Mythic Battles: Pantheon,Strategy,4.24162,2397,90,2397,Strategy,2017,Strategy,Strategy,2,4,14,303
Aeon's End: Legacy,Strategy,4.131125,2173,90,2173,Strategy,2019,Strategy,Strategy,1,4,14,304
Star Wars: Outer Rim,Thematic,3.886195,4280,180,4280,Thematic,2019,Thematic,Thematic,1,4,14,305
San Juan (Second Edition),Strategy,3.764575,5400,60,5400,Strategy,2014,Strategy,Strategy,2,4,10,306
Macao,Strategy,3.713105,6801,100,6801,Strategy,2009,Strategy,Strategy,2,4,12,307
Fresco,Strategy,3.647005,11490,60,11490,Strategy,2010,Strategy,Strategy,2,4,10,308
Arkham Horror,Thematic,3.633035,36106,240,36106,Thematic,2005,Thematic,Thematic,1,8,14,309
Maria,Uncategorized,3.982175,2668,210,2668,Uncategorized,2009,Uncategorized,Uncategorized,2,3,14,310
Lost Cities,Family,3.585985,35568,30,35568,Family,1999,Family,Family,2,2,10,311
The Taverns of Tiefenthal,Strategy,3.82062,4480,60,4480,Strategy,2019,Strategy,Strategy,2,4,12,312
Bunny Kingdom,Family,3.729415,6629,60,6629,Family,2017,Family,Family,2,4,12,313
Watergate,Strategy,4.03322,2411,60,2411,Strategy,2019,Strategy,Strategy,2,2,12,314
The Godfather: Corleone's Empire,Strategy,3.781495,5266,90,5266,Strategy,2017,Strategy,Strategy,2,5,14,315
Lancaster,Strategy,3.714855,6506,60,6506,Strategy,2011,Strategy,Strategy,2,5,10,316
Cthulhu: Death May Die,Thematic,4.07805,2650,120,2650,Thematic,2019,Thematic,Thematic,1,5,14,317
A Few Acres of Snow,Strategy,3.700865,7258,120,7258,Strategy,2011,Strategy,Strategy,2,2,14,318
Dice Forge,Family,3.649725,13047,45,13047,Family,2017,Family,Family,2,4,10,319
Gùgōng,Strategy,3.76415,5327,90,5327,Strategy,2018,Strategy,Strategy,1,5,12,320
Gizmos,Family,3.73114,6287,50,6287,Family,2018,Family,Family,2,4,14,321
Tiny Towns,Family,3.7036,7657,60,7657,Family,2019,Family,Family,1,6,14,322
Innovation,Strategy,3.62168,14194,60,14194,Strategy,2010,Strategy,Strategy,2,4,12,323
Sword & Sorcery,Thematic,4.034395,3235,90,3235,Thematic,2017,Thematic,Thematic,1,5,12,324
Santa Maria,Strategy,3.78358,4724,90,4724,Strategy,2017,Strategy,Strategy,1,4,12,325
Flash Point: Fire Rescue,Family,3.60518,20146,45,20146,Family,2011,Family,Family,2,6,10,326
Quadropolis,Family,3.65221,10390,60,10390,Family,2016,Family,Family,2,4,8,327
Risk Legacy,Strategy,3.719265,7287,60,7287,Strategy,2011,Strategy,Strategy,3,5,13,328
Glen More,Strategy,3.66352,8508,70,8508,Strategy,2010,Strategy,Strategy,2,5,10,329
Stockpile,Strategy,3.76767,5104,45,5104,Strategy,2015,Strategy,Strategy,2,5,13,330
Firefly: The Game,Thematic,3.694835,10125,240,10125,Thematic,2013,Thematic,Thematic,1,4,13,331
Millennium Blades,Thematic,3.871775,3672,120,3672,Thematic,2016,Thematic,Thematic,2,5,12,332
Glen More II: Chronicles,Strategy,4.03138,2346,120,2346,Strategy,2019,Strategy,Strategy,2,4,12,333
Heroscape Master Set: Rise of the Valkyrie,Thematic,3.71535,7681,90,7681,Thematic,2004,Thematic,Thematic,2,4,8,334
Thunderstone Quest,Strategy,3.97824,2784,90,2784,Strategy,2018,Strategy,Strategy,2,4,14,335
Kingsburg,Strategy,3.599365,18017,90,18017,Strategy,2007,Strategy,Strategy,2,5,13,336
BattleLore,Thematic,3.683575,9029,60,9029,Thematic,2006,Thematic,Thematic,2,2,10,337
Lord of the Rings: The Confrontation,Strategy,3.74058,5520,30,5520,Strategy,2005,Strategy,Strategy,2,2,14,338
Amerigo,Strategy,3.73601,5310,90,5310,Strategy,2013,Strategy,Strategy,2,4,10,339
BattleCON: Devastation of Indines,Strategy,3.96526,2811,45,2811,Strategy,2013,Strategy,Strategy,1,5,10,340
Abyss,Strategy,3.665135,9234,60,9234,Strategy,2014,Strategy,Strategy,2,4,14,341
Pandemic: The Cure,Strategy,3.655365,8942,30,8942,Strategy,2014,Strategy,Strategy,2,5,8,342
Spartacus: A Game of Blood and Treachery,Thematic,3.72829,6881,180,6881,Thematic,2012,Thematic,Thematic,3,4,17,343
War Chest,Abstract,3.976115,2766,30,2766,Abstract,2018,Abstract,Abstract,2,4,14,344
Amun-Re,Strategy,3.66279,8436,90,8436,Strategy,2003,Strategy,Strategy,3,5,12,345
Sheriff of Nottingham,Family,3.578865,28020,60,28020,Family,2014,Family,Family,3,5,14,346
The Great Zimbabwe,Strategy,3.88894,3014,150,3014,Strategy,2012,Strategy,Strategy,2,5,14,347
It's a Wonderful World,Strategy,3.92819,3064,60,3064,Strategy,2019,Strategy,Strategy,1,5,14,348
1775: Rebellion,Uncategorized,3.844885,3546,120,3546,Uncategorized,2013,Uncategorized,Uncategorized,2,4,10,349
London (Second Edition),Strategy,3.829735,3666,90,3666,Strategy,2017,Strategy,Strategy,2,4,14,350
Madeira,Strategy,3.818285,3731,150,3731,Strategy,2013,Strategy,Strategy,2,4,12,351
Descent: Journeys in the Dark,Thematic,3.651245,11190,240,11190,Thematic,2005,Thematic,Thematic,2,5,13,352
Forbidden Desert,Family,3.57974,24239,45,24239,Family,2013,Family,Family,2,5,10,353
Blood Bowl (Third Edition),Strategy,3.76818,5155,180,5155,Strategy,1994,Strategy,Strategy,2,2,12,354
Raptor,Strategy,3.677225,7237,25,7237,Strategy,2015,Strategy,Strategy,2,2,9,355
Biblios,Strategy,3.598055,14408,30,14408,Strategy,2007,Strategy,Strategy,2,4,10,356
Mansions of Madness,Thematic,3.65032,12515,180,12515,Thematic,2011,Thematic,Thematic,2,5,13,357
Shadows of Brimstone: City of the Ancients,Thematic,3.99037,3263,120,3263,Thematic,2014,Thematic,Thematic,1,4,12,358
Pandemic: Reign of Cthulhu,Strategy,3.710765,7265,40,7265,Strategy,2016,Strategy,Strategy,2,4,14,359
Monikers,Party,3.883135,3170,60,3170,Party,2015,Party,Party,4,16,17,360
Downforce,Family,3.69723,6393,40,6393,Family,2017,Family,Family,2,6,10,361
Concordia Venus,Uncategorized,4.178865,1682,120,1682,Uncategorized,2018,Uncategorized,Uncategorized,2,6,12,362
Newton,Strategy,3.81315,3748,90,3748,Strategy,2018,Strategy,Strategy,1,4,14,363
Commands & Colors: Napoleonics,Uncategorized,3.995215,2502,90,2502,Uncategorized,2010,Uncategorized,Uncategorized,2,2,14,364
Chinatown,Strategy,3.658025,8005,60,8005,Strategy,1999,Strategy,Strategy,3,5,12,365
Arkham Horror (Third Edition),Thematic,3.88579,3874,180,3874,Thematic,2018,Thematic,Thematic,1,6,14,366
London,Strategy,3.68298,6190,90,6190,Strategy,2010,Strategy,Strategy,2,4,13,367
KeyForge: Call of the Archons,Uncategorized,3.684245,8530,45,8530,Uncategorized,2018,Uncategorized,Uncategorized,2,2,14,368
Deus,Strategy,3.667545,6973,90,6973,Strategy,2014,Strategy,Strategy,2,4,14,369
Pandemic: Fall of Rome,Strategy,3.876345,3213,60,3213,Strategy,2018,Strategy,Strategy,1,5,8,370
"Labyrinth: The War on Terror, 2001 – ?",Strategy,3.792395,4172,180,4172,Strategy,2010,Strategy,Strategy,1,2,12,371
Hanabi,Family,3.552085,36788,25,36788,Family,2010,Family,Family,2,5,8,372
Sentinels of the Multiverse,Thematic,3.621325,14310,60,14310,Thematic,2011,Thematic,Thematic,2,5,8,373
PitchCar,Family,3.625895,9353,30,9353,Family,1995,Family,Family,2,8,6,374
Archipelago,Strategy,3.67789,7115,240,7115,Strategy,2012,Strategy,Strategy,2,5,14,375
Colt Express,Family,3.570405,22891,40,22891,Family,2014,Family,Family,2,6,10,376
Roads & Boats,Strategy,3.867815,2991,240,2991,Strategy,1999,Strategy,Strategy,1,4,14,377
Carpe Diem,Strategy,3.79523,3951,75,3951,Strategy,2018,Strategy,Strategy,2,4,10,378
Skull,Party,3.601895,12821,45,12821,Party,2011,Party,Party,3,6,10,379
Egizia,Strategy,3.717095,5036,90,5036,Strategy,2009,Strategy,Strategy,2,4,12,380
Catan,Strategy,3.581325,96213,120,96213,Strategy,1995,Strategy,Strategy,3,4,10,381
Freedom: The Underground Railroad,Strategy,3.80098,3705,120,3705,Strategy,2012,Strategy,Strategy,1,4,13,382
Time's Up! Title Recall!,Party,3.8626,3002,60,3002,Party,2008,Party,Party,4,18,12,383
First Class: All Aboard the Orient Express!,Strategy,3.743595,4532,80,4532,Strategy,2016,Strategy,Strategy,2,4,10,384
Small World Underground,Strategy,3.640315,9451,90,9451,Strategy,2011,Strategy,Strategy,2,5,8,385
Mystic Vale,Strategy,3.6496,8239,45,8239,Strategy,2016,Strategy,Strategy,2,4,14,386
Legends of Andor,Thematic,3.60912,13915,90,13915,Thematic,2012,Thematic,Thematic,2,4,10,387
Undaunted: Normandy,Thematic,3.97918,2554,60,2554,Thematic,2019,Thematic,Thematic,2,2,14,388
The Grizzled,Thematic,3.60682,11540,30,11540,Thematic,2015,Thematic,Thematic,2,5,14,389
Euphoria: Build a Better Dystopia,Strategy,3.63075,8890,60,8890,Strategy,2013,Strategy,Strategy,2,6,13,390
Too Many Bones: Undertow,Strategy,4.412435,1361,180,1361,Strategy,2018,Strategy,Strategy,1,2,12,391
One Night Ultimate Werewolf,Party,3.578625,20143,10,20143,Party,2014,Party,Party,3,10,8,392
Shadows over Camelot,Thematic,3.56129,24895,80,24895,Thematic,2005,Thematic,Thematic,3,7,10,393
Citadels,Strategy,3.54363,46916,60,46916,Strategy,2000,Strategy,Strategy,2,8,10,394
Friday,Strategy,3.578705,15360,25,15360,Strategy,2011,Strategy,Strategy,1,1,13,395
Schotten Totten,Family,3.656295,6981,20,6981,Family,1999,Family,Family,2,2,8,396
Airlines Europe,Strategy,3.65808,6682,75,6682,Strategy,2011,Strategy,Strategy,2,5,10,397
Libertalia,Strategy,3.588905,11985,60,11985,Strategy,2012,Strategy,Strategy,2,6,14,398
Junk Art,Family,3.72454,4935,30,4935,Family,2016,Family,Family,2,6,8,399
Imhotep,Family,3.604805,10797,40,10797,Family,2016,Family,Family,2,4,10,400
TZAAR,Abstract,3.838975,3090,60,3090,Abstract,2007,Abstract,Abstract,2,2,13,401
Ginkgopolis,Strategy,3.71424,4758,45,4758,Strategy,2012,Strategy,Strategy,1,5,13,402
Vinhos,Strategy,3.74546,4363,135,4363,Strategy,2010,Strategy,Strategy,2,4,12,403
Photosynthesis,Family,3.580475,14970,60,14970,Family,2017,Family,Family,2,4,10,404
Lords of Vegas,Strategy,3.665315,6283,90,6283,Strategy,2010,Strategy,Strategy,2,4,12,405
Star Wars: X-Wing Miniatures Game – The Force Awakens Core Set,Uncategorized,3.92144,2696,45,2696,Uncategorized,2015,Uncategorized,Uncategorized,2,2,14,406
Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,Thematic,3.61279,11765,90,11765,Thematic,2013,Thematic,Thematic,1,4,13,407
Elysium,Strategy,3.62069,8181,60,8181,Strategy,2015,Strategy,Strategy,2,4,14,408
Ingenious,Abstract,3.56427,15262,45,15262,Abstract,2004,Abstract,Abstract,1,4,10,409
Taj Mahal,Strategy,3.646105,6959,100,6959,Strategy,2000,Strategy,Strategy,3,5,12,410
Vikings,Strategy,3.625665,7828,60,7828,Strategy,2007,Strategy,Strategy,2,4,10,411
The Colonists,Strategy,3.839675,3137,360,3137,Strategy,2016,Strategy,Strategy,1,4,12,412
The Fox in the Forest,Family,3.637725,7354,30,7354,Family,2017,Family,Family,2,2,10,413
Queendomino,Family,3.645485,7143,25,7143,Family,2017,Family,Family,2,4,8,414
Thurn and Taxis,Strategy,3.552185,17505,60,17505,Strategy,2006,Strategy,Strategy,2,4,10,415
Twice as Clever!,Family,3.771035,3767,30,3767,Family,2019,Family,Family,1,4,10,416
Tales of the Arabian Nights,Thematic,3.60028,11279,120,11279,Thematic,2009,Thematic,Thematic,1,6,12,417
Awkward Guests,Family,3.88156,2931,75,2931,Family,2016,Family,Family,1,8,12,418
Hammer of the Scots,Uncategorized,3.775955,3772,180,3772,Uncategorized,2002,Uncategorized,Uncategorized,2,2,12,419
Betrayal Legacy,Thematic,3.94929,2692,90,2692,Thematic,2018,Thematic,Thematic,3,5,12,420
Last Will,Strategy,3.59869,8762,75,8762,Strategy,2011,Strategy,Strategy,2,5,14,421
Fire in the Lake,Uncategorized,4.0275,2063,180,2063,Uncategorized,2014,Uncategorized,Uncategorized,1,4,0,422
Conan,Thematic,3.867655,3761,90,3761,Thematic,2016,Thematic,Thematic,2,5,14,423
RoboRally,Strategy,3.54226,22100,120,22100,Strategy,1994,Strategy,Strategy,2,8,12,424
Escape Plan,Strategy,3.839655,3065,120,3065,Strategy,2019,Strategy,Strategy,1,5,12,425
StarCraft: The Board Game,Strategy,3.66951,6938,240,6938,Strategy,2007,Strategy,Strategy,2,6,12,426
Earth Reborn,Thematic,3.84183,3177,180,3177,Thematic,2010,Thematic,Thematic,2,4,13,427
Argent: The Consortium,Strategy,3.842195,2947,150,2947,Strategy,2015,Strategy,Strategy,2,5,10,428
Paperback,Strategy,3.60276,8422,45,8422,Strategy,2014,Strategy,Strategy,2,5,8,429
Evolution,Strategy,3.57912,12789,60,12789,Strategy,2014,Strategy,Strategy,2,6,12,430
Runebound (Third Edition),Thematic,3.76365,4613,180,4613,Thematic,2015,Thematic,Thematic,2,4,14,431
Nusfjord,Strategy,3.79336,3380,100,3380,Strategy,2017,Strategy,Strategy,1,5,12,432
Colosseum,Strategy,3.608795,8314,90,8314,Strategy,2007,Strategy,Strategy,3,5,10,433
Sushi Go!,Family,3.527325,32092,15,32092,Family,2013,Family,Family,2,5,8,434
Star Realms: Frontiers,Strategy,4.022505,2108,45,2108,Strategy,2018,Strategy,Strategy,1,4,12,435
Potion Explosion,Family,3.581105,11900,45,11900,Family,2015,Family,Family,2,4,8,436
A Game of Thrones,Strategy,3.609965,10068,180,10068,Strategy,2003,Strategy,Strategy,3,5,12,437
Chicago Express,Strategy,3.618925,7244,60,7244,Strategy,2007,Strategy,Strategy,2,6,12,438
Nexus Ops,Thematic,3.60898,8360,90,8360,Thematic,2005,Thematic,Thematic,2,4,12,439
Automobile,Strategy,3.66859,5304,120,5304,Strategy,2009,Strategy,Strategy,3,5,12,440
Star Wars: Destiny,Uncategorized,3.7844,4335,30,4335,Uncategorized,2016,Uncategorized,Uncategorized,2,2,10,441
No Thanks!,Family,3.52741,19479,20,19479,Family,2004,Family,Family,3,7,8,442
Dune,Strategy,4.114475,2074,120,2074,Strategy,2019,Strategy,Strategy,2,6,14,443
Carson City,Strategy,3.627615,6633,90,6633,Strategy,2009,Strategy,Strategy,2,5,12,444
Francis Drake,Strategy,3.71572,4344,120,4344,Strategy,2013,Strategy,Strategy,3,5,14,445
Bohnanza,Family,3.518455,36840,45,36840,Family,1997,Family,Family,2,7,13,446
A Game of Thrones: The Card Game (Second Edition),Uncategorized,3.796215,3983,120,3983,Uncategorized,2015,Uncategorized,Uncategorized,2,4,14,447
Port Royal,Family,3.57087,11916,50,11916,Family,2014,Family,Family,2,5,8,448
Baseball Highlights: 2045,Strategy,3.782775,3430,45,3430,Strategy,2015,Strategy,Strategy,1,4,9,449
Stuffed Fables,Family,3.79726,3676,90,3676,Family,2018,Family,Family,2,4,7,450
AquaSphere,Strategy,3.641045,6224,100,6224,Strategy,2014,Strategy,Strategy,2,4,12,451
Chess,Abstract,3.554765,27036,60,27036,Abstract,1475,Abstract,Abstract,2,2,6,452
DVONN,Abstract,3.721995,4317,30,4317,Abstract,2001,Abstract,Abstract,2,2,9,453
1846: The Race for the Midwest,Strategy,3.984635,1969,240,1969,Strategy,2005,Strategy,Strategy,3,5,14,454
Pax Porfiriana,Strategy,3.842075,2809,120,2809,Strategy,2012,Strategy,Strategy,1,6,12,455
Karuba,Family,3.604415,8058,40,8058,Family,2015,Family,Family,2,4,8,456
Discworld: Ankh-Morpork,Thematic,3.6129,8974,60,8974,Thematic,2011,Thematic,Thematic,2,4,11,457
Gears of War: The Board Game,Thematic,3.734835,4582,180,4582,Thematic,2011,Thematic,Thematic,1,4,14,458
Zombicide,Thematic,3.58635,15915,60,15915,Thematic,2012,Thematic,Thematic,1,6,14,459
Dice Throne: Season Two – Battle Chest,Family,4.106225,1831,40,1831,Family,2018,Family,Family,2,6,8,460
Alhambra,Strategy,3.51317,27427,60,27427,Strategy,2003,Strategy,Strategy,2,6,8,461
Point Salad,Family,3.68633,4908,30,4908,Family,2019,Family,Family,2,6,8,462
Black Orchestra,Thematic,3.76484,3802,90,3802,Thematic,2016,Thematic,Thematic,1,5,14,463
Quantum,Strategy,3.64701,6268,60,6268,Strategy,2013,Strategy,Strategy,2,4,13,464
Camel Up,Family,3.524585,21712,30,21712,Family,2014,Family,Family,2,8,8,465
Snowdonia,Strategy,3.69442,4379,90,4379,Strategy,2012,Strategy,Strategy,1,5,10,466
Mare Nostrum: Empires,Strategy,3.797735,3289,120,3289,Strategy,2016,Strategy,Strategy,3,5,14,467
Exit: The Game – Dead Man on the Orient Express,Family,3.887555,2405,90,2405,Family,2017,Family,Family,1,4,12,468
Citadels,Family,3.66198,6383,60,6383,Family,2016,Family,Family,2,8,10,469
The Republic of Rome,Strategy,3.765645,3871,300,3871,Strategy,1990,Strategy,Strategy,1,6,14,470
Broom Service,Strategy,3.600975,7515,75,7515,Strategy,2015,Strategy,Strategy,2,5,10,471
Struggle of Empires,Strategy,3.743625,3683,240,3683,Strategy,2004,Strategy,Strategy,2,7,13,472
Blood Bowl (2016 edition),Thematic,4.04558,2042,120,2042,Thematic,2016,Thematic,Thematic,2,2,12,473
Magic Maze,Family,3.542105,14149,15,14149,Family,2017,Family,Family,1,8,8,474
Tobago,Family,3.55891,10225,60,10225,Family,2009,Family,Family,2,4,10,475
Triumph & Tragedy: European Balance of Power 1936-1945,Uncategorized,4.09072,1720,360,1720,Uncategorized,2015,Uncategorized,Uncategorized,2,3,12,476
Carcassonne: Hunters and Gatherers,Family,3.56683,10675,35,10675,Family,2002,Family,Family,2,5,8,477
Thunderstone Advance: Towers of Ruin,Strategy,3.690165,4535,45,4535,Strategy,2012,Strategy,Strategy,1,5,12,478
Thebes,Family,3.569505,9012,60,9012,Family,2007,Family,Family,2,4,8,479
Jamaica,Family,3.5284,15567,60,15567,Family,2007,Family,Family,2,6,8,480
Trains,Strategy,3.58909,7463,45,7463,Strategy,2012,Strategy,Strategy,2,4,12,481
Love Letter Premium,Family,3.73759,3906,30,3906,Family,2016,Family,Family,2,8,8,482
Through the Desert,Strategy,3.53318,12423,45,12423,Strategy,1998,Strategy,Strategy,2,5,10,483
One Night Ultimate Werewolf Daybreak,Party,3.696745,4592,10,4592,Party,2015,Party,Party,3,7,8,484
Coup,Party,3.5069,33932,15,33932,Party,2012,Party,Party,2,6,13,485
Dixit: Journey,Party,3.71461,4099,30,4099,Party,2012,Party,Party,3,6,8,486
Summoner Wars,Uncategorized,3.630595,6076,60,6076,Uncategorized,2009,Uncategorized,Uncategorized,2,4,9,487
